transaction_id,amount_gbp,hour_of_day,merchant_category,payment_method,transaction_velocity,location_risk,fraud_label,timestamp
6034,693.7,0,fashion,credit_card,7,4,0,2025-01-17 18:12:00
6035,1845.15,20,fashion,mobile_wallet,13,0,0,2025-01-09 09:08:00
6036,474.78,17,groceries,bank_transfer,8,4,0,2025-01-17 18:20:00
6037,1581.31,20,electronics,mobile_wallet,3,9,1,2025-01-17 18:24:00
6038,673.06,15,gaming,debit_card,6,7,0,2025-01-13 13:51:00
6039,1105.36,3,restaurants,credit_card,8,6,0,2025-01-05 04:38:00
6040,36.09,21,groceries,bank_transfer,15,4,0,2025-01-17 18:36:00
6041,1057.04,17,restaurants,bank_transfer,4,6,0,2025-01-17 18:40:00
6042,95.45,10,electronics,debit_card,6,7,0,2025-01-21 23:25:00
6043,495.95,15,subscriptions,mobile_wallet,2,1,0,2025-01-09 09:24:00
6044,1471.17,23,fuel,debit_card,2,3,0,2025-01-13 14:09:00
6045,323.98,13,groceries,mobile_wallet,2,9,0,2025-01-21 23:40:00
6046,445.25,0,restaurants,bank_transfer,13,8,0,2025-01-05 04:45:00
6047,939.14,7,electronics,bank_transfer,2,8,0,2025-01-05 04:46:00
6048,23.04,18,fuel,credit_card,14,3,0,2025-01-13 14:21:00
6049,8.55,21,groceries,credit_card,4,6,0,2025-01-17 19:12:00
6050,106.66,11,subscriptions,credit_card,13,2,0,2025-01-17 19:16:00
6051,1067.53,19,fashion,mobile_wallet,8,1,0,2025-01-13 14:30:00
6052,301.35,2,gaming,mobile_wallet,10,10,0,2025-01-22 00:15:00
6053,1801.24,7,travel,credit_card,3,1,0,2025-01-05 04:52:00
6054,1573.33,10,fuel,debit_card,11,1,0,2025-01-09 09:46:00
6055,1741.79,1,electronics,mobile_wallet,11,5,1,2025-01-13 14:42:00
6056,1785.31,11,subscriptions,credit_card,3,10,0,2025-01-17 19:40:00
6057,1935.15,10,subscriptions,debit_card,13,3,0,2025-01-22 00:40:00
6058,1774.87,2,subscriptions,bank_transfer,5,7,0,2025-01-22 00:45:00
6059,1846.3,23,gaming,mobile_wallet,5,9,1,2025-01-13 14:54:00
6060,1590.75,12,fashion,debit_card,5,0,0,2025-01-05 04:59:00
6061,330.26,11,gaming,mobile_wallet,2,0,0,2025-01-05 05:00:00
6062,1234.99,5,groceries,debit_card,15,7,0,2025-01-17 20:04:00
6063,1153.43,4,travel,mobile_wallet,15,5,0,2025-01-17 20:08:00
6064,1467.13,20,gaming,debit_card,1,5,0,2025-01-22 01:15:00
6065,742.29,18,travel,credit_card,12,7,0,2025-01-05 05:04:00
6066,246.28,14,electronics,credit_card,12,3,0,2025-01-13 15:15:00
6067,927.63,3,travel,bank_transfer,5,8,0,2025-01-17 20:24:00
6068,239.55,12,fuel,credit_card,7,9,0,2025-01-17 20:28:00
6069,1170.92,6,travel,bank_transfer,8,8,0,2025-01-05 05:08:00
6070,1273.59,22,subscriptions,bank_transfer,3,4,0,2025-01-05 05:09:00
6071,305.44,19,gaming,credit_card,1,1,0,2025-01-05 05:10:00
6072,1894.32,20,subscriptions,debit_card,12,6,0,2025-01-22 01:55:00
6073,868.47,5,subscriptions,mobile_wallet,14,0,0,2025-01-13 15:36:00
6074,1038.9,15,gaming,credit_card,3,8,0,2025-01-05 05:13:00
6075,1940.65,19,electronics,bank_transfer,10,6,0,2025-01-13 15:42:00
6076,47.06,2,fuel,mobile_wallet,1,4,0,2025-01-09 10:30:00
6077,1303.24,15,subscriptions,mobile_wallet,13,8,1,2025-01-05 05:16:00
6078,773.26,8,groceries,credit_card,4,5,0,2025-01-22 02:25:00
6079,1617.02,7,electronics,credit_card,1,0,0,2025-01-17 21:12:00
6080,1631.9,17,subscriptions,credit_card,9,7,0,2025-01-05 05:19:00
6081,460.5,13,fashion,debit_card,7,8,0,2025-01-09 10:40:00
6082,752.03,23,electronics,debit_card,13,8,1,2025-01-05 05:21:00
6083,1434.98,18,travel,credit_card,15,10,1,2025-01-09 10:44:00
6084,1298.93,9,restaurants,credit_card,13,7,0,2025-01-17 21:32:00
6085,459.25,7,groceries,debit_card,14,9,0,2025-01-17 21:36:00
6086,1962.48,21,subscriptions,bank_transfer,13,6,0,2025-01-05 05:25:00
6087,1419.27,6,electronics,credit_card,4,4,0,2025-01-22 03:10:00
6088,1856.97,13,groceries,debit_card,13,2,0,2025-01-05 05:27:00
6089,1104.48,15,restaurants,debit_card,9,2,0,2025-01-09 10:56:00
6090,241.51,22,restaurants,mobile_wallet,6,9,0,2025-01-13 16:27:00
6091,99.96,8,fuel,mobile_wallet,10,4,0,2025-01-22 03:30:00
6092,1225.05,8,electronics,bank_transfer,1,0,0,2025-01-13 16:33:00
6093,650.81,19,gaming,debit_card,2,0,0,2025-01-17 22:08:00
6094,732.33,14,electronics,mobile_wallet,10,5,0,2025-01-09 11:06:00
6095,1379.86,12,electronics,bank_transfer,1,1,0,2025-01-09 11:08:00
6096,258.67,15,travel,mobile_wallet,4,10,0,2025-01-05 05:35:00
6097,1808.38,14,restaurants,credit_card,9,4,0,2025-01-09 11:12:00
6098,1328.18,3,fuel,debit_card,6,8,0,2025-01-17 22:28:00
6099,625.05,10,fashion,bank_transfer,11,3,0,2025-01-17 22:32:00
6100,995.08,7,fuel,bank_transfer,5,5,0,2025-01-05 05:39:00
6101,1828.75,4,fashion,debit_card,11,9,1,2025-01-13 17:00:00
6102,926.48,20,restaurants,bank_transfer,6,8,0,2025-01-09 11:22:00
6103,880.35,20,fashion,debit_card,11,1,0,2025-01-13 17:06:00
6104,1825.69,16,fuel,credit_card,14,5,0,2025-01-17 22:52:00
6105,1900.03,7,gaming,bank_transfer,2,2,0,2025-01-17 22:56:00
6106,812.27,2,restaurants,debit_card,12,10,0,2025-01-17 23:00:00
6107,159.28,3,fashion,bank_transfer,10,4,0,2025-01-13 17:18:00
6108,186.59,14,subscriptions,bank_transfer,14,6,0,2025-01-09 11:34:00
6109,1276.71,23,travel,bank_transfer,3,3,0,2025-01-05 05:48:00
6110,1943.53,8,travel,debit_card,2,10,1,2025-01-17 23:16:00
6111,1633.9,13,gaming,bank_transfer,12,3,1,2025-01-09 11:40:00
6112,146.7,9,restaurants,credit_card,5,9,0,2025-01-17 23:24:00
6113,1279.14,21,fashion,debit_card,3,0,0,2025-01-17 23:28:00
6114,1581.96,5,groceries,bank_transfer,8,7,0,2025-01-13 17:39:00
6115,360.83,21,fuel,credit_card,11,6,0,2025-01-05 05:54:00
6116,184.98,6,fashion,credit_card,5,9,0,2025-01-09 11:50:00
6117,1124.26,18,travel,credit_card,6,6,0,2025-01-22 05:40:00
6118,1684.57,20,groceries,mobile_wallet,6,5,0,2025-01-17 23:48:00
6119,1896.79,20,electronics,credit_card,6,7,0,2025-01-13 17:54:00
6120,287.88,3,restaurants,bank_transfer,11,9,0,2025-01-13 17:57:00
6121,588.88,2,fuel,bank_transfer,9,10,0,2025-01-22 06:00:00
6122,1014.46,14,restaurants,debit_card,15,9,0,2025-01-18 00:04:00
6123,492.63,3,restaurants,debit_card,13,2,0,2025-01-18 00:08:00
6124,394.05,10,travel,mobile_wallet,3,5,0,2025-01-05 06:03:00
6125,806.26,15,electronics,credit_card,9,2,0,2025-01-18 00:16:00
6126,243.65,21,fuel,debit_card,9,1,0,2025-01-09 12:10:00
6127,718.25,14,fashion,bank_transfer,15,0,0,2025-01-13 18:18:00
6128,1423.83,3,travel,credit_card,11,6,1,2025-01-09 12:14:00
6129,961.0,3,fuel,credit_card,15,7,0,2025-01-09 12:16:00
6130,1843.13,6,travel,bank_transfer,13,7,1,2025-01-13 18:27:00
6131,1171.19,10,electronics,debit_card,13,0,0,2025-01-09 12:20:00
6132,1386.83,22,groceries,debit_card,10,4,0,2025-01-09 12:22:00
6133,942.54,18,travel,mobile_wallet,14,4,0,2025-01-09 12:24:00
6134,1077.03,5,restaurants,bank_transfer,11,0,0,2025-01-13 18:39:00
6135,1333.84,15,subscriptions,debit_card,8,10,0,2025-01-09 12:28:00
6136,1188.21,16,groceries,debit_card,11,0,0,2025-01-09 12:30:00
6137,944.36,3,fuel,credit_card,14,9,0,2025-01-09 12:32:00
6138,275.67,14,fashion,mobile_wallet,5,2,0,2025-01-13 18:51:00
6139,1210.32,3,fuel,credit_card,10,3,0,2025-01-09 12:36:00
6140,774.01,2,fashion,mobile_wallet,8,6,0,2025-01-18 01:16:00
6141,141.09,15,travel,credit_card,14,1,0,2025-01-18 01:20:00
6142,440.13,12,travel,mobile_wallet,2,1,0,2025-01-05 06:21:00
6143,17.21,1,gaming,bank_transfer,7,4,0,2025-01-09 12:44:00
6144,1534.65,0,gaming,mobile_wallet,15,2,1,2025-01-09 12:46:00
6145,904.38,8,groceries,bank_transfer,12,2,0,2025-01-05 06:24:00
6146,1987.24,10,restaurants,mobile_wallet,1,8,0,2025-01-09 12:50:00
6147,1217.78,19,subscriptions,mobile_wallet,2,10,0,2025-01-18 01:44:00
6148,195.82,11,gaming,credit_card,3,10,0,2025-01-05 06:27:00
6149,249.89,20,subscriptions,mobile_wallet,15,9,0,2025-01-05 06:28:00
6150,188.35,7,subscriptions,credit_card,5,4,0,2025-01-09 12:58:00
6151,282.97,15,electronics,bank_transfer,7,2,0,2025-01-22 08:30:00
6152,590.37,22,subscriptions,mobile_wallet,10,9,0,2025-01-18 02:04:00
6153,85.58,4,fuel,mobile_wallet,5,9,0,2025-01-05 06:32:00
6154,154.7,12,fashion,bank_transfer,1,9,0,2025-01-18 02:12:00
6155,1973.86,19,electronics,debit_card,3,3,0,2025-01-18 02:16:00
6156,319.93,4,subscriptions,credit_card,3,9,0,2025-01-22 08:55:00
6157,855.94,23,fuel,credit_card,2,6,0,2025-01-18 02:24:00
6158,1205.93,5,gaming,debit_card,10,8,1,2025-01-13 19:51:00
6159,1887.66,23,fashion,bank_transfer,15,5,0,2025-01-09 13:16:00
6160,1237.71,20,electronics,credit_card,4,3,0,2025-01-13 19:57:00
6161,1960.7,1,groceries,mobile_wallet,3,1,0,2025-01-09 13:20:00
6162,260.09,14,subscriptions,mobile_wallet,7,1,0,2025-01-05 06:41:00
6163,832.85,5,fashion,mobile_wallet,15,1,0,2025-01-05 06:42:00
6164,593.19,9,gaming,bank_transfer,9,4,0,2025-01-18 02:52:00
6165,475.68,8,fuel,mobile_wallet,13,2,0,2025-01-13 20:12:00
6166,1927.02,11,subscriptions,credit_card,6,9,0,2025-01-05 06:45:00
6167,438.86,22,gaming,mobile_wallet,7,2,0,2025-01-05 06:46:00
6168,1770.01,13,subscriptions,debit_card,2,0,0,2025-01-05 06:47:00
6169,992.24,6,fashion,mobile_wallet,7,9,0,2025-01-09 13:36:00
6170,313.37,17,electronics,debit_card,4,8,0,2025-01-09 13:38:00
6171,1661.11,11,restaurants,bank_transfer,13,6,0,2025-01-09 13:40:00
6172,937.23,7,fuel,mobile_wallet,8,2,0,2025-01-13 20:33:00
6173,481.19,10,groceries,credit_card,3,7,0,2025-01-18 03:28:00
6174,33.21,14,travel,mobile_wallet,2,9,0,2025-01-22 10:25:00
6175,807.52,9,travel,credit_card,10,3,0,2025-01-18 03:36:00
6176,555.75,19,gaming,debit_card,8,0,0,2025-01-09 13:50:00
6177,423.61,12,gaming,debit_card,11,6,0,2025-01-18 03:44:00
6178,442.0,15,groceries,credit_card,13,6,0,2025-01-18 03:48:00
6179,1725.29,13,restaurants,credit_card,4,4,0,2025-01-18 03:52:00
6180,848.92,14,subscriptions,debit_card,5,10,0,2025-01-05 06:59:00
6181,843.91,16,fashion,bank_transfer,1,9,0,2025-01-09 14:00:00
6182,733.72,7,restaurants,mobile_wallet,12,8,0,2025-01-22 11:05:00
6183,1230.18,23,electronics,debit_card,13,9,1,2025-01-05 07:02:00
6184,1511.55,20,subscriptions,credit_card,3,9,0,2025-01-09 14:06:00
6185,853.21,7,electronics,credit_card,1,7,0,2025-01-09 14:08:00
6186,387.92,5,travel,bank_transfer,4,8,0,2025-01-18 04:20:00
6187,440.16,22,groceries,credit_card,6,2,0,2025-01-22 11:30:00
6188,1169.32,16,electronics,debit_card,10,7,0,2025-01-05 07:07:00
6189,1847.4,1,groceries,mobile_wallet,8,0,0,2025-01-22 11:40:00
6190,1152.33,2,restaurants,debit_card,10,9,0,2025-01-13 21:27:00
6191,988.82,0,groceries,debit_card,3,2,0,2025-01-05 07:10:00
6192,1493.46,10,travel,mobile_wallet,4,3,0,2025-01-05 07:11:00
6193,1279.03,5,travel,mobile_wallet,2,10,1,2025-01-22 12:00:00
6194,1482.63,15,subscriptions,debit_card,14,3,0,2025-01-13 21:39:00
6195,1844.23,12,fuel,debit_card,2,9,0,2025-01-05 07:14:00
6196,258.09,15,restaurants,debit_card,14,3,0,2025-01-05 07:15:00
6197,1444.77,15,electronics,credit_card,10,1,0,2025-01-18 05:04:00
6198,1373.64,1,electronics,debit_card,10,4,0,2025-01-13 21:51:00
6199,1588.86,10,fuel,debit_card,4,9,0,2025-01-18 05:12:00
6200,1099.02,19,fuel,debit_card,4,6,0,2025-01-05 07:19:00
6201,1549.37,20,electronics,credit_card,9,5,0,2025-01-22 12:40:00
6202,678.05,19,gaming,credit_card,3,5,0,2025-01-05 07:21:00
6203,1278.91,4,travel,bank_transfer,11,10,1,2025-01-13 22:06:00
6204,1597.11,11,groceries,credit_card,8,7,0,2025-01-13 22:09:00
6205,1223.18,22,restaurants,debit_card,12,4,0,2025-01-22 13:00:00
6206,1189.72,8,fashion,credit_card,12,4,0,2025-01-18 05:40:00
6207,391.21,10,electronics,bank_transfer,3,4,0,2025-01-05 07:26:00
6208,1152.29,12,electronics,credit_card,13,3,0,2025-01-18 05:48:00
6209,588.01,18,gaming,debit_card,12,3,0,2025-01-22 13:20:00
6210,1518.12,0,fashion,bank_transfer,1,6,0,2025-01-18 05:56:00
6211,1408.26,1,groceries,mobile_wallet,9,10,0,2025-01-13 22:30:00
6212,1206.88,15,fuel,mobile_wallet,2,4,0,2025-01-13 22:33:00
6213,331.06,20,gaming,debit_card,11,5,0,2025-01-09 15:04:00
6214,452.88,19,fashion,mobile_wallet,11,10,0,2025-01-09 15:06:00
6215,1436.41,5,electronics,debit_card,11,6,1,2025-01-22 13:50:00
6216,891.96,0,subscriptions,mobile_wallet,10,1,0,2025-01-13 22:45:00
6217,900.39,16,restaurants,mobile_wallet,5,1,0,2025-01-09 15:12:00
6218,1173.71,9,fuel,mobile_wallet,7,3,0,2025-01-09 15:14:00
6219,1838.62,19,fashion,bank_transfer,4,0,0,2025-01-09 15:16:00
6220,1832.05,2,fuel,mobile_wallet,7,10,0,2025-01-09 15:18:00
6221,1188.54,7,travel,bank_transfer,12,6,0,2025-01-09 15:20:00
6222,1356.19,10,gaming,debit_card,7,3,0,2025-01-18 06:44:00
6223,584.32,19,restaurants,bank_transfer,5,7,0,2025-01-22 14:30:00
6224,1634.77,19,fashion,bank_transfer,8,7,0,2025-01-05 07:43:00
6225,1336.67,0,restaurants,debit_card,6,10,0,2025-01-05 07:44:00
6226,1018.54,23,groceries,mobile_wallet,7,10,0,2025-01-18 07:00:00
6227,960.4,3,electronics,debit_card,7,6,0,2025-01-09 15:32:00
6228,436.36,1,fuel,debit_card,4,9,0,2025-01-22 14:55:00
6229,1114.26,19,restaurants,credit_card,11,5,0,2025-01-13 23:24:00
6230,922.35,18,electronics,debit_card,5,6,0,2025-01-22 15:05:00
6231,1192.27,3,fashion,bank_transfer,15,8,0,2025-01-18 07:20:00
6232,170.17,12,gaming,mobile_wallet,7,1,0,2025-01-18 07:24:00
6233,95.73,23,groceries,credit_card,4,7,0,2025-01-05 07:52:00
6234,772.47,22,fashion,debit_card,3,4,0,2025-01-09 15:46:00
6235,228.88,1,subscriptions,mobile_wallet,14,5,0,2025-01-13 23:42:00
6236,1835.32,18,subscriptions,debit_card,4,0,0,2025-01-22 15:35:00
6237,807.38,8,groceries,mobile_wallet,11,2,0,2025-01-05 07:56:00
6238,521.37,13,subscriptions,debit_card,5,7,0,2025-01-05 07:57:00
6239,1084.81,21,restaurants,credit_card,2,5,0,2025-01-09 15:56:00
6240,672.14,12,subscriptions,credit_card,13,9,0,2025-01-05 07:59:00
6241,345.6,15,groceries,credit_card,1,2,0,2025-01-14 00:00:00
6242,1137.8,20,travel,credit_card,13,1,0,2025-01-14 00:03:00
6243,554.7,8,subscriptions,bank_transfer,15,3,0,2025-01-18 08:08:00
6244,420.49,20,fashion,bank_transfer,12,4,0,2025-01-22 16:15:00
6245,321.52,18,restaurants,debit_card,6,5,0,2025-01-18 08:16:00
6246,1685.08,5,fashion,mobile_wallet,7,6,0,2025-01-18 08:20:00
6247,486.36,8,electronics,bank_transfer,15,8,1,2025-01-14 00:18:00
6248,695.82,6,electronics,credit_card,14,3,0,2025-01-09 16:14:00
6249,870.56,16,gaming,debit_card,1,6,0,2025-01-22 16:40:00
6250,644.64,22,fuel,debit_card,15,2,0,2025-01-09 16:18:00
6251,80.29,15,travel,bank_transfer,6,4,0,2025-01-22 16:50:00
6252,340.24,23,groceries,bank_transfer,8,9,0,2025-01-09 16:22:00
6253,209.72,17,restaurants,credit_card,7,0,0,2025-01-14 00:36:00
6254,1246.16,2,subscriptions,mobile_wallet,10,5,0,2025-01-22 17:05:00
6255,171.58,19,electronics,debit_card,9,7,0,2025-01-18 08:56:00
6256,826.13,10,gaming,mobile_wallet,7,4,0,2025-01-22 17:15:00
6257,371.63,14,gaming,credit_card,11,0,0,2025-01-09 16:32:00
6258,433.22,12,electronics,mobile_wallet,14,2,0,2025-01-18 09:08:00
6259,467.85,4,restaurants,debit_card,10,6,0,2025-01-22 17:30:00
6260,72.36,22,groceries,debit_card,5,1,0,2025-01-22 17:35:00
6261,1064.77,2,groceries,debit_card,5,1,0,2025-01-05 08:20:00
6262,489.83,17,gaming,bank_transfer,11,8,1,2025-01-14 01:03:00
6263,1916.74,17,gaming,debit_card,6,2,0,2025-01-18 09:28:00
6264,1141.51,10,travel,mobile_wallet,9,8,0,2025-01-18 09:32:00
6265,1353.26,20,gaming,debit_card,2,7,0,2025-01-09 16:48:00
6266,134.87,1,fuel,credit_card,2,7,0,2025-01-22 18:05:00
6267,37.79,7,travel,credit_card,11,7,0,2025-01-09 16:52:00
6268,27.75,20,travel,bank_transfer,13,5,0,2025-01-05 08:27:00
6269,1061.43,7,fuel,credit_card,14,1,0,2025-01-18 09:52:00
6270,1294.13,7,fashion,bank_transfer,9,4,0,2025-01-18 09:56:00
6271,1579.99,8,subscriptions,mobile_wallet,15,2,0,2025-01-05 08:30:00
6272,780.74,18,restaurants,mobile_wallet,5,10,0,2025-01-14 01:33:00
6273,46.07,13,travel,bank_transfer,10,9,0,2025-01-09 17:04:00
6274,1785.62,6,electronics,bank_transfer,4,7,0,2025-01-22 18:45:00
6275,985.61,8,electronics,bank_transfer,10,4,0,2025-01-22 18:50:00
6276,700.12,23,travel,debit_card,5,7,0,2025-01-22 18:55:00
6277,522.7,23,groceries,bank_transfer,11,10,0,2025-01-22 19:00:00
6278,985.05,1,travel,debit_card,11,6,0,2025-01-18 10:28:00
6279,926.71,5,gaming,debit_card,14,0,0,2025-01-09 17:16:00
6280,1150.5,7,fuel,credit_card,13,8,0,2025-01-18 10:36:00
6281,557.05,9,fashion,bank_transfer,14,4,0,2025-01-09 17:20:00
6282,898.13,17,fashion,bank_transfer,5,8,0,2025-01-05 08:41:00
6283,217.91,10,travel,bank_transfer,12,4,0,2025-01-22 19:30:00
6284,1967.72,2,fashion,bank_transfer,6,8,0,2025-01-05 08:43:00
6285,1462.35,4,subscriptions,bank_transfer,6,0,0,2025-01-18 10:56:00
6286,934.31,17,fashion,mobile_wallet,15,9,0,2025-01-14 02:15:00
6287,1313.26,13,electronics,bank_transfer,6,2,0,2025-01-18 11:04:00
6288,1607.37,14,fashion,bank_transfer,6,6,0,2025-01-22 19:55:00
6289,595.13,5,fuel,debit_card,2,8,0,2025-01-22 20:00:00
6290,34.31,23,fuel,bank_transfer,15,0,0,2025-01-18 11:16:00
6291,1803.96,6,fuel,mobile_wallet,5,7,0,2025-01-18 11:20:00
6292,287.45,17,fuel,credit_card,5,2,0,2025-01-14 02:33:00
6293,1484.59,13,groceries,credit_card,5,5,0,2025-01-09 17:44:00
6294,1492.55,14,fashion,mobile_wallet,3,6,0,2025-01-09 17:46:00
6295,1913.17,14,gaming,bank_transfer,9,1,0,2025-01-09 17:48:00
6296,1288.03,13,fashion,mobile_wallet,11,10,1,2025-01-22 20:35:00
6297,1944.99,9,subscriptions,debit_card,14,0,0,2025-01-09 17:52:00
6298,1829.9,2,electronics,debit_card,5,7,0,2025-01-14 02:51:00
6299,1675.85,2,groceries,bank_transfer,2,3,0,2025-01-14 02:54:00
6300,10.46,13,electronics,mobile_wallet,8,9,0,2025-01-05 08:59:00
6301,448.05,0,fuel,credit_card,6,7,0,2025-01-09 18:00:00
6302,841.3,21,electronics,credit_card,15,1,0,2025-01-22 21:05:00
6303,459.91,10,gaming,mobile_wallet,10,4,0,2025-01-09 18:04:00
6304,1610.01,6,travel,credit_card,12,9,1,2025-01-14 03:09:00
6305,600.44,19,restaurants,debit_card,6,7,0,2025-01-09 18:08:00
6306,1444.62,19,fuel,debit_card,2,5,0,2025-01-09 18:10:00
6307,391.87,12,fuel,debit_card,6,4,0,2025-01-05 09:06:00
6308,1454.0,8,electronics,bank_transfer,11,4,1,2025-01-09 18:14:00
6309,911.55,2,groceries,debit_card,5,8,0,2025-01-22 21:40:00
6310,1023.58,17,fashion,bank_transfer,14,5,0,2025-01-22 21:45:00
6311,1725.04,22,fuel,bank_transfer,15,8,1,2025-01-18 12:40:00
6312,1899.64,7,gaming,debit_card,12,7,1,2025-01-22 21:55:00
6313,1520.93,4,travel,credit_card,8,9,1,2025-01-18 12:48:00
6314,1091.82,2,groceries,debit_card,8,10,0,2025-01-18 12:52:00
6315,1928.68,16,fuel,bank_transfer,1,1,0,2025-01-22 22:10:00
6316,1119.99,0,subscriptions,debit_card,2,5,0,2025-01-09 18:30:00
6317,467.52,20,gaming,bank_transfer,14,3,0,2025-01-09 18:32:00
6318,1032.39,19,restaurants,debit_card,13,1,0,2025-01-14 03:51:00
6319,1248.04,11,groceries,bank_transfer,1,10,0,2025-01-22 22:30:00
6320,1683.96,15,fuel,debit_card,8,5,0,2025-01-09 18:38:00
6321,148.34,8,groceries,bank_transfer,3,8,0,2025-01-09 18:40:00
6322,689.49,11,gaming,mobile_wallet,3,0,0,2025-01-05 09:21:00
6323,1351.08,2,gaming,credit_card,3,7,0,2025-01-18 13:28:00
6324,1236.83,19,groceries,mobile_wallet,13,2,0,2025-01-18 13:32:00
6325,734.11,7,subscriptions,credit_card,14,7,0,2025-01-22 23:00:00
6326,1097.07,14,fashion,bank_transfer,12,5,0,2025-01-22 23:05:00
6327,1425.21,17,gaming,mobile_wallet,2,4,0,2025-01-09 18:52:00
6328,1520.65,2,gaming,debit_card,14,8,1,2025-01-14 04:21:00
6329,1500.93,22,groceries,mobile_wallet,5,0,0,2025-01-18 13:52:00
6330,954.38,1,restaurants,bank_transfer,4,6,0,2025-01-05 09:29:00
6331,40.59,20,restaurants,bank_transfer,4,8,0,2025-01-14 04:30:00
6332,1654.22,12,groceries,debit_card,4,6,0,2025-01-05 09:31:00
6333,1718.6,2,gaming,mobile_wallet,12,6,1,2025-01-09 19:04:00
6334,1181.99,13,travel,mobile_wallet,10,0,0,2025-01-22 23:45:00
6335,87.61,14,subscriptions,debit_card,1,1,0,2025-01-05 09:34:00
6336,1516.99,10,restaurants,credit_card,5,7,0,2025-01-09 19:10:00
6337,1287.09,13,subscriptions,mobile_wallet,11,9,1,2025-01-09 19:12:00
6338,377.69,12,gaming,credit_card,15,5,0,2025-01-18 14:28:00
6339,307.78,17,gaming,debit_card,15,8,1,2025-01-18 14:32:00
6340,649.24,16,fashion,debit_card,12,6,0,2025-01-23 00:15:00
6341,1675.11,2,restaurants,credit_card,15,4,0,2025-01-05 09:40:00
6342,966.93,23,electronics,mobile_wallet,15,1,0,2025-01-18 14:44:00
6343,1116.02,1,gaming,debit_card,5,1,0,2025-01-23 00:30:00
6344,1837.1,18,electronics,bank_transfer,10,1,0,2025-01-09 19:26:00
6345,333.7,19,electronics,mobile_wallet,5,3,0,2025-01-05 09:44:00
6346,1590.29,7,fashion,bank_transfer,7,3,0,2025-01-23 00:45:00
6347,250.0,12,fashion,credit_card,14,7,0,2025-01-18 15:04:00
6348,1834.79,19,subscriptions,mobile_wallet,8,6,0,2025-01-14 05:21:00
6349,536.58,9,travel,debit_card,2,5,0,2025-01-09 19:36:00
6350,1820.45,4,electronics,debit_card,7,2,0,2025-01-23 01:05:00
6351,269.49,18,subscriptions,mobile_wallet,3,5,0,2025-01-14 05:30:00
6352,1858.27,17,restaurants,debit_card,15,9,1,2025-01-09 19:42:00
6353,1145.07,5,groceries,bank_transfer,4,6,0,2025-01-14 05:36:00
6354,901.89,16,electronics,mobile_wallet,9,9,0,2025-01-05 09:53:00
6355,531.24,6,electronics,credit_card,7,2,0,2025-01-09 19:48:00
6356,1162.51,7,gaming,mobile_wallet,7,2,0,2025-01-05 09:55:00
6357,1059.04,5,restaurants,credit_card,8,3,0,2025-01-09 19:52:00
6358,1843.01,21,subscriptions,bank_transfer,6,5,0,2025-01-14 05:51:00
6359,1173.3,13,electronics,debit_card,3,10,0,2025-01-09 19:56:00
6360,1616.58,6,groceries,mobile_wallet,15,5,0,2025-01-23 01:55:00
6361,1071.9,21,travel,debit_card,1,3,0,2025-01-09 20:00:00
6362,1287.34,16,subscriptions,bank_transfer,2,3,0,2025-01-09 20:02:00
6363,25.32,23,fuel,mobile_wallet,9,6,0,2025-01-09 20:04:00
6364,1041.88,1,fuel,bank_transfer,3,5,0,2025-01-23 02:15:00
6365,875.24,5,travel,credit_card,12,7,0,2025-01-14 06:12:00
6366,1659.75,0,gaming,debit_card,13,1,1,2025-01-23 02:25:00
6367,1536.36,12,fuel,mobile_wallet,3,2,0,2025-01-18 16:24:00
6368,799.15,7,fashion,bank_transfer,10,2,0,2025-01-05 10:07:00
6369,1948.55,7,subscriptions,credit_card,9,10,0,2025-01-14 06:24:00
6370,1103.88,23,subscriptions,credit_card,3,10,0,2025-01-14 06:27:00
6371,1565.18,9,fashion,debit_card,1,9,0,2025-01-05 10:10:00
6372,1192.36,12,subscriptions,credit_card,9,4,0,2025-01-09 20:22:00
6373,1251.3,3,fashion,credit_card,9,4,0,2025-01-18 16:48:00
6374,397.52,5,fashion,credit_card,1,2,0,2025-01-18 16:52:00
6375,298.22,10,fashion,mobile_wallet,13,1,0,2025-01-23 03:10:00
6376,788.05,17,travel,mobile_wallet,12,8,1,2025-01-23 03:15:00
6377,78.64,3,gaming,mobile_wallet,11,5,0,2025-01-14 06:48:00
6378,1035.8,5,subscriptions,mobile_wallet,3,4,0,2025-01-18 17:08:00
6379,1647.19,9,restaurants,bank_transfer,1,6,0,2025-01-05 10:18:00
6380,64.64,19,electronics,bank_transfer,10,6,0,2025-01-14 06:57:00
6381,352.15,5,fuel,credit_card,2,9,0,2025-01-18 17:20:00
6382,1787.81,16,gaming,debit_card,1,3,0,2025-01-09 20:42:00
6383,1291.83,20,restaurants,mobile_wallet,14,10,1,2025-01-14 07:06:00
6384,1825.78,22,groceries,credit_card,3,5,0,2025-01-09 20:46:00
6385,462.95,13,electronics,debit_card,14,2,0,2025-01-23 04:00:00
6386,1607.27,20,gaming,debit_card,7,0,0,2025-01-05 10:25:00
6387,1519.9,22,restaurants,debit_card,4,1,0,2025-01-14 07:18:00
6388,514.95,20,gaming,debit_card,9,0,0,2025-01-05 10:27:00
6389,536.85,11,fuel,bank_transfer,6,10,0,2025-01-23 04:20:00
6390,1307.85,3,electronics,credit_card,14,7,1,2025-01-23 04:25:00
